,ganloss_A,ganloss_B,cycleloss_A,cycleloss_B,discr_loss_A,discr_loss_B,idtloss_A,idtloss_B
0,0.6388323307037354,0.4238935112953186,1.3725358247756958,0.8433154225349426,0.07891445606946945,0.24438127875328064,0.6116988658905029,0.18531911075115204
1,0.5967837572097778,0.41968387365341187,0.7360477447509766,0.5608254671096802,0.09669164568185806,0.2270413041114807,0.2962968051433563,0.18923722207546234
2,0.6870800852775574,0.7817849516868591,0.8248244524002075,0.507550060749054,0.17817194759845734,0.09229642152786255,0.3255137801170349,0.18160995841026306
3,0.12414351105690002,0.6198832392692566,1.393751859664917,0.36864763498306274,0.3030555546283722,0.056577809154987335,0.3557944595813751,0.12260288000106812
4,0.2488778680562973,0.3664838373661041,1.0133392810821533,0.36921125650405884,0.16052773594856262,0.16152119636535645,0.45607274770736694,0.0875396654009819
5,0.07366029918193817,0.3742906451225281,1.0182480812072754,0.3352423906326294,0.27012670040130615,0.07719290256500244,0.39372754096984863,0.08457721769809723
6,0.2743838429450989,0.3010299503803253,0.856271505355835,0.3244228661060333,0.12961594760417938,0.14105437695980072,0.29045751690864563,0.08697998523712158
7,0.13340021669864655,0.322515606880188,0.8332014083862305,0.3024326264858246,0.16718007624149323,0.23587282001972198,0.27338773012161255,0.09760145097970963
8,0.17790290713310242,0.465288370847702,0.9128557443618774,0.2767067849636078,0.2566175162792206,0.08592727035284042,0.3287327289581299,0.08616282045841217
9,0.44165417551994324,0.41015589237213135,0.9998526573181152,0.2520380914211273,0.1429499089717865,0.08861774206161499,0.4472741484642029,0.09696400165557861
10,0.42292270064353943,0.4285341799259186,0.8021824359893799,0.5471285581588745,0.057781144976615906,0.15986070036888123,0.41997992992401123,0.23867963254451752
11,0.13575835525989532,0.41553840041160583,0.9948301315307617,0.4992266893386841,0.08628948032855988,0.26247259974479675,0.33370089530944824,0.2063421756029129
12,0.6465513706207275,0.2712950110435486,0.956458330154419,0.4570040702819824,0.14137575030326843,0.11733858287334442,0.27756455540657043,0.1992732584476471
13,0.27291417121887207,0.2930265963077545,1.083558201789856,0.36525484919548035,0.20677532255649567,0.03195684775710106,0.3849092125892639,0.16246236860752106
14,0.5844888687133789,0.18628133833408356,0.7572826147079468,0.34232228994369507,0.23162245750427246,0.044817257672548294,0.2304665744304657,0.1862449198961258
15,0.260047972202301,0.16420342028141022,1.199867844581604,0.32630103826522827,0.2134842425584793,0.044321805238723755,0.3584047853946686,0.1594620645046234
16,0.0508066862821579,0.3267628252506256,0.6798094511032104,0.30628424882888794,0.12378732115030289,0.019838521257042885,0.2119635045528412,0.1351010650396347
17,0.017956949770450592,0.2890893518924713,0.9007068872451782,0.35326850414276123,0.11614979803562164,0.6220703125,0.2635018527507782,0.15416106581687927
18,0.2521660625934601,0.2013000249862671,0.7416666746139526,0.2914174795150757,0.21199363470077515,0.164431631565094,0.283753901720047,0.11326752603054047
19,0.8233059644699097,0.36240893602371216,0.6491503119468689,0.2526882588863373,0.24611100554466248,0.15574783086776733,0.20004406571388245,0.10470786690711975
20,0.7287791967391968,0.3149043917655945,1.3786906003952026,1.3635220527648926,0.1535855531692505,0.4454793930053711,0.6050885915756226,0.5258978605270386
21,0.44569265842437744,0.2754144072532654,0.7877190113067627,0.9768103361129761,0.15358200669288635,0.29350924491882324,0.3095392882823944,0.4392324388027191
22,0.5781798958778381,0.2962997555732727,0.6114914417266846,0.7443653345108032,0.16224132478237152,0.14630602300167084,0.2876952886581421,0.36299559473991394
23,0.5159909725189209,0.35673463344573975,1.384669542312622,0.888538658618927,0.18018975853919983,0.08506981283426285,0.41781938076019287,0.32080140709877014
24,0.09976682811975479,0.420828253030777,0.832407534122467,0.5363863110542297,0.09956206381320953,0.09482148289680481,0.4303756356239319,0.2485017478466034
25,0.345821350812912,0.3846707344055176,1.3371951580047607,0.505156934261322,0.04394257068634033,0.14372748136520386,0.3588901460170746,0.27180013060569763
26,0.49335405230522156,0.5050712823867798,1.1410316228866577,0.7329660654067993,0.10049913823604584,0.032841507345438004,0.4689996838569641,0.23486651480197906
27,0.07191736996173859,0.5855634212493896,0.7016631364822388,0.6090011596679688,0.1418592631816864,0.0344543382525444,0.36014917492866516,0.2279217392206192
28,0.13717293739318848,0.31225472688674927,1.2219747304916382,0.8683173656463623,0.13631384074687958,0.041774310171604156,0.35351142287254333,0.2585296034812927
29,0.13187387585639954,0.6098551750183105,0.48973140120506287,0.5855863094329834,0.02485797554254532,0.209390789270401,0.24791908264160156,0.17478840053081512
30,0.19023293256759644,0.5505515933036804,0.8787459135055542,0.7394325137138367,0.08560475707054138,0.1764870584011078,0.3076722323894501,0.24563750624656677
31,0.5313130021095276,0.546133816242218,0.9618293642997742,0.36485955119132996,0.10023850947618484,0.09185265004634857,0.3864285945892334,0.20034967362880707
32,0.5977855920791626,0.3881893754005432,0.7478182911872864,0.35475778579711914,0.20775273442268372,0.09573593735694885,0.24540039896965027,0.18901032209396362
33,0.8586393594741821,0.28768834471702576,0.8712401390075684,0.32495594024658203,0.19771826267242432,0.20330050587654114,0.31589484214782715,0.13148042559623718
34,0.6887585520744324,0.25010186433792114,1.241395354270935,0.35271763801574707,0.1899101436138153,0.037000976502895355,0.3225015103816986,0.1411767601966858
35,0.19121918082237244,0.4108217656612396,0.9045431017875671,0.27824127674102783,0.13845139741897583,0.10265030711889267,0.23770621418952942,0.09246926754713058
36,0.3726562559604645,0.38126322627067566,0.8774662017822266,0.3065977990627289,0.15195944905281067,0.1878124624490738,0.25534775853157043,0.1361653059720993
37,0.3220480680465698,0.40463659167289734,0.7091511487960815,0.28045353293418884,0.18306712806224823,0.12120146304368973,0.29139381647109985,0.12208472192287445
